codeLink,weight,sim
0,0,1800
1,0,1800
2,0,1800
3,0,1800
4,1,1800
5,1,1800
6,0,1800
7,1,1800
8,6,1800
9,3,1800
10,2,1800
11,1,1800
12,0,1800
13,1,1800
14,1,1800
15,3,1800
16,3,1800
17,3,1800
18,1,1800
19,0,1800
20,1,1800
21,2,1800
22,0,1800
23,0,1800
24,0,1800
25,1,1800
26,1,1800
27,0,1800
28,0,1800
29,1,1800
30,1,1800
31,2,1800
32,1,1800
33,1,1800
34,1,1800
35,0,1800
36,0,1800
37,0,1800
38,1,1800
39,0,1800
40,1,1800
41,3,1800
42,2,1800
43,0,1800
44,1,1800
45,1,1800
46,1,1800
47,7,1800
48,16,1800
49,11,1800
50,3,1800
51,1,1800
52,4,1800
53,2,1800
54,0,1800
55,0,1800
56,4,1800
57,5,1800
58,2,1800
59,9,1800
60,0,1800
61,1,1800
62,2,1800
63,2,1800
64,0,1800
65,2,1800
66,8,1800
67,0,1800
68,1,1800
69,0,1800
70,1,1800
71,1,1800
72,0,1800
73,3,1800
74,2,1800
75,1,1800
76,2,1800
77,0,1800
78,1,1800
79,0,1800
80,1,1800
81,0,1800
82,9,1800
83,0,1800
84,7,1800
85,1,1800
86,1,1800
87,0,1800
88,4,1800
89,3,1800
90,2,1800
91,3,1800
92,2,1800
93,3,1800
94,2,1800
95,2,1800
96,2,1800
97,11,1800
98,15,1800
99,17,1800
100,15,1800
101,3,1800
102,44,1800
103,1,1800
104,5,1800
105,1,1800
106,2,1800
107,1,1800
108,4,1800
109,3,1800
110,5,1800
111,6,1800
112,2,1800
113,6,1800
114,3,1800
115,8,1800
116,5,1800
117,1,1800
118,2,1800
119,2,1800
120,1,1800
121,0,1800
122,4,1800
123,0,1800
124,1,1800
125,2,1800
126,0,1800
127,37,1800
128,14,1800
129,0,1800
130,0,1800
131,5,1800
132,15,1800
133,1,1800
134,3,1800
135,4,1800
136,0,1800
137,0,1800
138,0,1800
139,0,1800
140,0,1800
141,0,1800
142,0,1800
143,0,1800
144,0,1800
145,54,1800
146,39,1800
147,12,1800
148,14,1800
149,1,1800
150,2,1800
151,3,1800
152,2,1800
153,7,1800
154,26,1800
155,1,1800
156,16,1800
157,1,1800
158,18,1800
159,16,1800
160,17,1800
161,2,1800
162,1,1800
163,1,1800
164,0,1800
165,0,1800
166,4,1800
167,2,1800
168,0,1800
169,4,1800
170,1,1800
171,0,1800
172,1,1800
173,29,1800
174,7,1800
175,0,1800
176,0,1800
177,0,1800
178,1,1800
179,4,1800
180,4,1800
181,8,1800
182,0,1800
183,5,1800
184,0,1800
185,17,1800
186,2,1800
187,9,1800
188,1,1800
189,1,1800
190,9,1800
191,29,1800
192,0,1800
193,0,1800
194,0,1800
195,0,1800
196,0,1800
197,0,1800
198,1,1800
199,1,1800
200,0,1800
201,1,1800
202,3,1800
203,2,1800
204,4,1800
205,2,1800
206,1,1800
207,12,1800
208,0,1800
209,1,1800
210,4,1800
211,1,1800
212,5,1800
213,1,1800
214,1,1800
215,2,1800
216,1,1800
217,1,1800
218,0,1800
219,0,1800
220,0,1800
221,0,1800
222,0,1800
223,4,1800
224,25,1800
225,0,1800
226,11,1800
227,10,1800
228,1,1800
229,4,1800
230,7,1800
231,13,1800
232,3,1800
233,4,1800
234,1,1800
235,1,1800
236,6,1800
237,1,1800
238,0,1800
239,1,1800
240,0,1800
241,2,1800
242,0,1800
243,1,1800
244,1,1800
245,1,1800
246,2,1800
247,28,1800
248,16,1800
249,24,1800
250,212,1800
251,38,1800
252,63,1800
253,1,1800
254,2,1800
255,85,1800
256,41,1800
257,3,1800
258,1,1800
259,5,1800
260,8,1800
261,0,1800
262,0,1800
263,1,1800
264,3,1800
265,4,1800
266,1,1800
267,0,1800
268,0,1800
269,5,1800
270,6,1800
271,3,1800
272,9,1800
273,25,1800
274,16,1800
275,5,1800
276,1,1800
277,24,1800
278,0,1800
279,1,1800
280,1,1800
281,5,1800
282,8,1800
283,7,1800
284,2,1800
285,1,1800
286,36,1800
287,0,1800
288,3,1800
289,1,1800
290,4,1800
291,0,1800
292,12,1800
293,8,1800
294,0,1800
295,2,1800
296,1,1800
297,104,1800
298,7,1800
299,1,1800
300,10,1800
301,9,1800
302,21,1800
303,7,1800
304,19,1800
305,15,1800
306,4,1800
307,8,1800
308,5,1800
309,2,1800
310,1,1800
311,1,1800
312,3,1800
313,4,1800
314,1,1800
315,3,1800
316,4,1800
317,0,1800
318,1,1800
319,0,1800
320,1,1800
321,0,1800
322,0,1800
323,0,1800
324,2,1800
325,9,1800
326,1,1800
327,4,1800
328,20,1800
329,39,1800
330,1,1800
331,3,1800
332,3,1800
333,6,1800
334,0,1800
335,0,1800
336,1,1800
337,1,1800
338,1,1800
339,1,1800
340,1,1800
341,0,1800
342,0,1800
343,2,1800
344,3,1800
345,5,1800
346,1,1800
347,0,1800
348,1,1800
349,1,1800
350,1,1800
351,1,1800
352,1,1800
353,2,1800
354,1,1800
355,1,1800
356,0,1800
357,6,1800
358,18,1800
359,24,1800
360,2,1800
361,0,1800
362,1,1800
363,1,1800
364,0,1800
365,2,1800
366,2,1800
367,1,1800
368,0,1800
369,0,1800
370,0,1800
371,1,1800
372,1,1800
373,2,1800
374,3,1800
375,0,1800
376,1,1800
377,2,1800
378,1,1800
379,1,1800
380,2,1800
381,2,1800
382,5,1800
383,4,1800
384,16,1800
385,13,1800
386,2,1800
387,1,1800
388,7,1800
389,1,1800
390,6,1800
391,24,1800
392,6,1800
393,3,1800
394,3,1800
395,3,1800
396,3,1800
397,4,1800
398,4,1800
399,7,1800
400,2,1800
401,1,1800
402,1,1800
403,1,1800
404,1,1800
405,2,1800
406,0,1800
407,1,1800
408,0,1800
409,0,1800
410,41,1800
411,14,1800
412,8,1800
413,45,1800
414,4,1800
415,12,1800
416,1,1800
417,0,1800
418,0,1800
419,7,1800
420,10,1800
421,0,1800
422,1,1800
423,1,1800
424,1,1800
425,6,1800
426,2,1800
427,3,1800
428,1,1800
429,1,1800
430,4,1800
431,6,1800
432,1,1800
433,5,1800
434,3,1800
435,1,1800
436,5,1800
437,0,1800
438,1,1800
439,4,1800
440,4,1800
441,3,1800
442,1,1800
443,1,1800
444,4,1800
445,2,1800
446,2,1800
447,11,1800
448,13,1800
449,2,1800
450,2,1800
451,2,1800
452,2,1800
453,2,1800
454,4,1800
455,4,1800
456,2,1800
457,3,1800
458,3,1800
459,2,1800
460,2,1800
461,1,1800
462,2,1800
463,8,1800
464,20,1800
465,1,1800
466,2,1800
467,1,1800
468,9,1800
469,3,1800
470,32,1800
471,1,1800
472,2,1800
473,6,1800
474,9,1800
475,12,1800
476,1,1800
477,1,1800
478,4,1800
479,2,1800
480,2,1800
481,3,1800
482,2,1800
483,2,1800
484,3,1800
485,14,1800
486,1,1800
487,14,1800
488,0,1800
489,1,1800
490,1,1800
491,1,1800
492,0,1800
493,0,1800
494,4,1800
495,2,1800
496,4,1800
497,1,1800
498,3,1800
499,1,1800
500,10,1800
501,4,1800
502,23,1800
503,10,1800
504,1,1800
505,2,1800
506,4,1800
507,1,1800
508,1,1800
509,1,1800
510,3,1800
511,3,1800
512,10,1800
513,0,1800
514,13,1800
515,21,1800
516,9,1800
517,6,1800
518,6,1800
519,12,1800
520,19,1800
521,3,1800
522,8,1800
523,1,1800
524,5,1800
525,2,1800
526,2,1800
527,0,1800
528,0,1800
529,1,1800
530,3,1800
531,0,1800
532,2,1800
533,2,1800
534,1,1800
535,1,1800
536,1,1800
537,7,1800
538,1,1800
539,34,1800
540,4,1800
541,1,1800
542,1,1800
543,3,1800
544,5,1800
545,5,1800
546,2,1800
547,5,1800
548,6,1800
549,1,1800
550,1,1800
551,0,1800
552,0,1800
553,5,1800
554,23,1800
555,9,1800
556,16,1800
557,1,1800
558,1,1800
559,2,1800
560,0,1800
561,2,1800
562,1,1800
563,2,1800
564,8,1800
565,10,1800
566,3,1800
567,26,1800
568,2,1800
569,1,1800
570,1,1800
571,2,1800
572,2,1800
573,1,1800
574,2,1800
575,1,1800
576,7,1800
577,18,1800
578,4,1800
579,2,1800
580,3,1800
581,11,1800
582,2,1800
583,6,1800
584,1,1800
585,0,1800
586,10,1800
587,2,1800
588,1,1800
589,1,1800
590,13,1800
591,1,1800
592,4,1800
593,1,1800
594,0,1800
595,5,1800
596,0,1800
597,0,1800
598,0,1800
599,1,1800
600,4,1800
601,2,1800
602,6,1800
603,0,1800
604,0,1800
605,1,1800
606,7,1800
607,11,1800
608,1,1800
609,2,1800
610,31,1800
611,18,1800
612,4,1800
613,8,1800
614,1,1800
615,7,1800
616,1,1800
617,7,1800
618,2,1800
619,1,1800
620,1,1800
621,3,1800
622,2,1800
623,8,1800
624,3,1800
625,2,1800
626,16,1800
627,6,1800
628,6,1800
629,1,1800
630,2,1800
631,0,1800
632,2,1800
633,2,1800
634,2,1800
635,4,1800
636,2,1800
637,1,1800
638,4,1800
639,7,1800
640,0,1800
641,3,1800
642,7,1800
643,1,1800
644,2,1800
645,0,1800
646,1,1800
647,8,1800
648,2,1800
649,0,1800
650,1,1800
651,1,1800
652,7,1800
653,2,1800
654,7,1800
655,3,1800
656,0,1800
657,1,1800
658,1,1800
659,2,1800
660,5,1800
661,2,1800
662,6,1800
663,4,1800
664,2,1800
665,15,1800
666,5,1800
667,14,1800
668,11,1800
669,26,1800
670,58,1800
671,3,1800
672,4,1800
673,5,1800
674,1,1800
675,4,1800
676,3,1800
677,6,1800
678,1,1800
679,3,1800
680,2,1800
681,4,1800
682,2,1800
683,2,1800
684,17,1800
685,16,1800
686,3,1800
687,1,1800
688,4,1800
689,20,1800
690,2,1800
691,3,1800
692,8,1800
693,5,1800
694,2,1800
695,3,1800
696,1,1800
697,0,1800
698,2,1800
699,1,1800
700,1,1800
701,1,1800
702,4,1800
703,1,1800
704,12,1800
705,1,1800
706,2,1800
707,2,1800
708,3,1800
709,4,1800
710,15,1800
711,4,1800
712,5,1800
713,4,1800
714,2,1800
715,3,1800
716,6,1800
717,10,1800
718,12,1800
719,0,1800
720,2,1800
721,1,1800
722,0,1800
723,2,1800
724,2,1800
725,1,1800
726,1,1800
727,1,1800
728,4,1800
729,0,1800
730,1,1800
731,1,1800
732,2,1800
733,7,1800
734,1,1800
735,9,1800
736,1,1800
737,5,1800
738,12,1800
739,1,1800
740,1,1800
741,3,1800
742,12,1800
743,8,1800
744,2,1800
745,1,1800
746,1,1800
747,2,1800
748,2,1800
749,2,1800
750,3,1800
751,5,1800
752,7,1800
753,712,1800
754,14,1800
755,5,1800
756,5,1800
757,1,1800
758,1,1800
759,6,1800
760,15,1800
761,3,1800
762,2,1800
763,0,1800
764,13,1800
765,9,1800
766,4,1800
767,3,1800
768,6,1800
769,2,1800
770,1,1800
771,1,1800
772,6,1800
773,3,1800
774,1,1800
775,1,1800
776,8,1800
777,0,1800
778,3,1800
779,2,1800
780,1,1800
781,2,1800
782,7,1800
783,4,1800
784,5,1800
785,4,1800
786,1,1800
787,1,1800
788,2,1800
789,2,1800
790,0,1800
791,2,1800
792,1,1800
793,6,1800
794,3,1800
795,4,1800
796,3,1800
797,1,1800
798,0,1800
799,2,1800
800,0,1800
801,2,1800
802,3,1800
803,2,1800
804,0,1800
805,2,1800
806,22,1800
807,4,1800
808,9,1800
809,2,1800
810,0,1800
811,5,1800
812,6,1800
813,1,1800
814,19,1800
815,4,1800
816,4,1800
817,3,1800
818,3,1800
819,3,1800
820,4,1800
821,7,1800
822,5,1800
823,1,1800
824,1,1800
825,5,1800
826,2,1800
827,0,1800
828,0,1800
829,1,1800
830,0,1800
831,16,1800
832,24,1800
833,4,1800
834,12,1800
835,0,1800
836,0,1800
837,2,1800
838,23,1800
839,24,1800
840,7,1800
841,5,1800
842,7,1800
843,8,1800
844,8,1800
845,5,1800
846,1,1800
847,2,1800
848,1,1800
849,1,1800
850,1,1800
851,6,1800
852,5,1800
853,1,1800
854,19,1800
855,8,1800
856,4,1800
857,16,1800
858,19,1800
859,4,1800
860,1,1800
861,2,1800
862,2,1800
863,2,1800
864,0,1800
865,0,1800
866,1,1800
867,0,1800
868,1,1800
869,1,1800
870,1,1800
871,3,1800
872,1,1800
873,2,1800
874,2,1800
875,1,1800
876,1,1800
877,1,1800
878,3,1800
879,5,1800
880,1,1800
881,10,1800
882,2,1800
883,3,1800
884,1,1800
885,2,1800
886,4,1800
887,2,1800
888,5,1800
889,3,1800
890,1,1800
891,2,1800
892,0,1800
893,2,1800
894,3,1800
895,3,1800
896,1,1800
897,3,1800
898,5,1800
899,1,1800
900,2,1800
901,14,1800
902,1,1800
903,3,1800
904,4,1800
905,2,1800
906,1,1800
907,4,1800
908,6,1800
909,1,1800
910,1,1800
911,3,1800
912,2,1800
913,1,1800
914,9,1800
915,2,1800
916,2,1800
917,1,1800
918,2,1800
919,3,1800
920,1,1800
921,0,1800
922,0,1800
923,1,1800
924,2,1800
925,4,1800
926,6,1800
927,5,1800
928,4,1800
929,2,1800
930,10,1800
931,1,1800
932,3,1800
933,2,1800
934,10,1800
935,1,1800
936,1,1800
937,2,1800
938,3,1800
939,5,1800
940,9,1800
941,3,1800
942,3,1800
943,19,1800
944,25,1800
945,1,1800
946,8,1800
947,9,1800
948,11,1800
949,2,1800
950,2,1800
951,9,1800
952,1,1800
953,4,1800
954,3,1800
955,1,1800
956,3,1800
957,2,1800
958,4,1800
959,3,1800
960,2,1800
961,1,1800
962,0,1800
963,0,1800
964,0,1800
965,1,1800
966,1,1800
967,11,1800
968,6,1800
969,3,1800
970,22,1800
971,6,1800
972,35,1800
973,1,1800
974,1,1800
975,6,1800
976,14,1800
977,3,1800
978,8,1800
979,7,1800
980,18,1800
981,4,1800
982,2,1800
983,3,1800
984,1,1800
985,9,1800
986,13,1800
987,15,1800
988,1,1800
989,1,1800
990,22,1800
991,2,1800
992,2,1800
993,2,1800
994,0,1800
995,13,1800
996,7,1800
997,3,1800
998,21,1800
999,2,1800
1000,1,1800
1001,12,1800
1002,2,1800
1003,1,1800
1004,5,1800
1005,2,1800
1006,12,1800
1007,8,1800
1008,2,1800
1009,4,1800
1010,2,1800
1011,3,1800
1012,1,1800
1013,1,1800
1014,2,1800
1015,4,1800
1016,1,1800
1017,3,1800
1018,1,1800
1019,2,1800
1020,3,1800
1021,2,1800
1022,7,1800
1023,2,1800
1024,19,1800
1025,3,1800
1026,2,1800
1027,5,1800
1028,11,1800
1029,1,1800
1030,1,1800
1031,2,1800
1032,2,1800
1033,2,1800
1034,2,1800
1035,3,1800
1036,0,1800
1037,3,1800
1038,3,1800
1039,5,1800
1040,1,1800
1041,5,1800
1042,4,1800
1043,1,1800
1044,2,1800
1045,4,1800
1046,10,1800
1047,10,1800
1048,2,1800
1049,5,1800
1050,2,1800
1051,11,1800
1052,16,1800
1053,13,1800
1054,2,1800
1055,7,1800
1056,6,1800
1057,2,1800
1058,1,1800
1059,20,1800
1060,10,1800
1061,7,1800
1062,30,1800
1063,21,1800
1064,2,1800
1065,1,1800
1066,3,1800
1067,1,1800
1068,2,1800
1069,6,1800
1070,2,1800
1071,2,1800
1072,14,1800
1073,6,1800
1074,5,1800
1075,6,1800
1076,5,1800
1077,1,1800
1078,2,1800
1079,3,1800
1080,5,1800
1081,7,1800
1082,2,1800
1083,3,1800
1084,3,1800
1085,29,1800
1086,46,1800
1087,85,1800
1088,6,1800
1089,11,1800
1090,15,1800
1091,0,1800
1092,3,1800
1093,1,1800
1094,15,1800
1095,7,1800
1096,2,1800
1097,2,1800
1098,2,1800
1099,6,1800
1100,6,1800
1101,11,1800
1102,2,1800
1103,3,1800
1104,3,1800
1105,0,1800
1106,2,1800
1107,2,1800
1108,3,1800
1109,1,1800
1110,2,1800
1111,1,1800
1112,2,1800
1113,6,1800
1114,6,1800
1115,0,1800
1116,1,1800
1117,0,1800
1118,2,1800
1119,3,1800
1120,1,1800
1121,0,1800
1122,2,1800
1123,1,1800
1124,3,1800
1125,1,1800
1126,2,1800
1127,2,1800
1128,2,1800
1129,1,1800
1130,1,1800
1131,2,1800
1132,0,1800
1133,1,1800
1134,2,1800
1135,1,1800
1136,3,1800
1137,4,1800
1138,4,1800
1139,0,1800
1140,10,1800
1141,0,1800
1142,3,1800
1143,8,1800
1144,4,1800
1145,10,1800
1146,2,1800
1147,2,1800
1148,5,1800
1149,2,1800
1150,9,1800
1151,2,1800
1152,1,1800
1153,20,1800
1154,8,1800
1155,13,1800
1156,19,1800
1157,2,1800
1158,4,1800
1159,2,1800
1160,2,1800
1161,3,1800
1162,5,1800
1163,3,1800
1164,3,1800
1165,2,1800
1166,6,1800
1167,12,1800
1168,1,1800
1169,12,1800
1170,1,1800
1171,5,1800
1172,2,1800
1173,2,1800
1174,12,1800
1175,8,1800
1176,4,1800
1177,4,1800
1178,2,1800
1179,13,1800
1180,5,1800
1181,1,1800
1182,10,1800
1183,13,1800
1184,3,1800
1185,7,1800
1186,16,1800
1187,15,1800
1188,8,1800
1189,1,1800
1190,9,1800
1191,8,1800
1192,1,1800
1193,22,1800
1194,17,1800
1195,3,1800
1196,1,1800
1197,17,1800
1198,3,1800
1199,4,1800
1200,13,1800
1201,35,1800
1202,2,1800
1203,1,1800
1204,7,1800
1205,2,1800
1206,3,1800
1207,1,1800
1208,8,1800
1209,11,1800
1210,0,1800
1211,3,1800
1212,2,1800
1213,7,1800
1214,2,1800
1215,8,1800
1216,7,1800
1217,4,1800
1218,2,1800
1219,3,1800
1220,4,1800
1221,1,1800
1222,4,1800
1223,2,1800
1224,3,1800
1225,6,1800
1226,9,1800
1227,2,1800
1228,4,1800
1229,1,1800
1230,1,1800
1231,5,1800
1232,3,1800
1233,3,1800
1234,7,1800
1235,1,1800
1236,7,1800
1237,5,1800
1238,1,1800
1239,2,1800
1240,3,1800
1241,15,1800
1242,17,1800
1243,2,1800
1244,12,1800
1245,9,1800
1246,10,1800
1247,1,1800
1248,1,1800
1249,1,1800
1250,4,1800
1251,0,1800
1252,2,1800
1253,3,1800
1254,1,1800
1255,4,1800
1256,4,1800
1257,6,1800
1258,5,1800
1259,2,1800
1260,1,1800
1261,2,1800
1262,4,1800
1263,5,1800
1264,9,1800
1265,4,1800
1266,2,1800
1267,1,1800
1268,2,1800
1269,3,1800
1270,2,1800
1271,16,1800
1272,15,1800
1273,2,1800
1274,7,1800
1275,5,1800
1276,10,1800
1277,10,1800
1278,3,1800
1279,3,1800
1280,3,1800
1281,1,1800
1282,5,1800
1283,9,1800
1284,1,1800
1285,3,1800
1286,15,1800
1287,6,1800
1288,17,1800
1289,3,1800
1290,2,1800
1291,8,1800
1292,14,1800
1293,7,1800
1294,5,1800
1295,4,1800
1296,4,1800
1297,7,1800
1298,2,1800
1299,4,1800
1300,5,1800
1301,3,1800
1302,4,1800
1303,2,1800
1304,7,1800
1305,25,1800
1306,11,1800
1307,16,1800
1308,6,1800
1309,4,1800
1310,3,1800
1311,1,1800
1312,3,1800
1313,4,1800
1314,1,1800
1315,4,1800
1316,1,1800
1317,2,1800
1318,4,1800
1319,3,1800
1320,1,1800
1321,6,1800
1322,9,1800
1323,6,1800
1324,1,1800
1325,1,1800
1326,1,1800
1327,3,1800
1328,1,1800
1329,2,1800
1330,1,1800
1331,2,1800
1332,2,1800
1333,2,1800
1334,5,1800
1335,1,1800
1336,1,1800
1337,4,1800
1338,4,1800
1339,1,1800
1340,1,1800
1341,2,1800
1342,4,1800
1343,1,1800
1344,7,1800
1345,4,1800
1346,4,1800
1347,6,1800
1348,2,1800
1349,7,1800
1350,24,1800
1351,3,1800
1352,14,1800
1353,5,1800
1354,1,1800
1355,4,1800
1356,2,1800
1357,2,1800
1358,2,1800
1359,6,1800
1360,6,1800
1361,7,1800
1362,0,1800
1363,0,1800
1364,0,1800
1365,0,1800
1366,2,1800
1367,1,1800
1368,1,1800
1369,3,1800
1370,9,1800
1371,6,1800
1372,9,1800
1373,1,1800
1374,1,1800
1375,2,1800
1376,3,1800
1377,4,1800
1378,0,1800
1379,4,1800
1380,4,1800
1381,2,1800
1382,7,1800
1383,2,1800
1384,5,1800
1385,6,1800
1386,1,1800
1387,1,1800
1388,1,1800
1389,6,1800
1390,2,1800
1391,4,1800
1392,7,1800
1393,7,1800
1394,22,1800
1395,16,1800
1396,19,1800
1397,1,1800
1398,18,1800
1399,4,1800
1400,1,1800
1401,3,1800
1402,0,1800
1403,4,1800
1404,1,1800
1405,3,1800
1406,9,1800
1407,8,1800
1408,3,1800
1409,9,1800
1410,2,1800
1411,4,1800
1412,3,1800
1413,0,1800
1414,0,1800
1415,3,1800
1416,1,1800
1417,1,1800
1418,0,1800
1419,0,1800
1420,1,1800
1421,1,1800
1422,1,1800
1423,4,1800
1424,12,1800
1425,1,1800
1426,5,1800
1427,2,1800
1428,1,1800
1429,5,1800
1430,1,1800
1431,0,1800
1432,1,1800
1433,2,1800
1434,6,1800
1435,3,1800
1436,3,1800
1437,4,1800
1438,2,1800
1439,2,1800
1440,40,1800
1441,12,1800
1442,2,1800
1443,5,1800
1444,3,1800
1445,1,1800
1446,1,1800
1447,5,1800
1448,7,1800
1449,4,1800
1450,1,1800
1451,2,1800
1452,2,1800
1453,1,1800
1454,2,1800
1455,1,1800
1456,3,1800
1457,1,1800
1458,32,1800
1459,38,1800
1460,1,1800
1461,2,1800
1462,2,1800
1463,3,1800
1464,6,1800
1465,2,1800
1466,6,1800
1467,2,1800
1468,2,1800
1469,1,1800
1470,41,1800
1471,2,1800
1472,1,1800
1473,2,1800
1474,1,1800
1475,1,1800
1476,2,1800
1477,17,1800
1478,2,1800
1479,6,1800
1480,4,1800
1481,3,1800
1482,3,1800
1483,1,1800
1484,2,1800
1485,15,1800
1486,5,1800
1487,9,1800
1488,4,1800
1489,1,1800
1490,2,1800
1491,2,1800
1492,1,1800
1493,2,1800
1494,2,1800
1495,1,1800
1496,1,1800
1497,2,1800
1498,1,1800
1499,1,1800
1500,4,1800
1501,4,1800
1502,1,1800
1503,1,1800
1504,5,1800
1505,4,1800
1506,4,1800
1507,0,1800
1508,1,1800
1509,0,1800
1510,20,1800
1511,18,1800
1512,1,1800
1513,2,1800
1514,1,1800
1515,2,1800
1516,2,1800
1517,1,1800
1518,2,1800
1519,3,1800
1520,2,1800
1521,7,1800
1522,18,1800
1523,9,1800
1524,1,1800
1525,1,1800
1526,15,1800
1527,10,1800
1528,2,1800
1529,6,1800
1530,0,1800
1531,7,1800
1532,0,1800
1533,4,1800
1534,4,1800
1535,6,1800
1536,3,1800
1537,1,1800
1538,1,1800
1539,1,1800
1540,1,1800
1541,93,1800
1542,11,1800
1543,20,1800
1544,1,1800
1545,2,1800
1546,2,1800
1547,8,1800
1548,3,1800
1549,77,1800
1550,1,1800
1551,2,1800
1552,4,1800
1553,3,1800
1554,1,1800
1555,6,1800
1556,5,1800
1557,1,1800
1558,7,1800
1559,1,1800
1560,2,1800
1561,2,1800
1562,4,1800
1563,7,1800
1564,16,1800
1565,0,1800
1566,3,1800
1567,2,1800
1568,0,1800
1569,0,1800
1570,1,1800
1571,4,1800
1572,1,1800
1573,2,1800
1574,2,1800
1575,8,1800
1576,14,1800
1577,5,1800
1578,1,1800
1579,1,1800
1580,3,1800
1581,3,1800
1582,1,1800
1583,2,1800
1584,20,1800
1585,3,1800
1586,50,1800
1587,10,1800
1588,2,1800
